customerid,customername,customersegment,country,city
3298,Customer 3298,Segment A,Country B,City E
3299,Customer 3299,Segment A,Country B,City D
3300,Customer 3300,Segment B,Country B,City C
3301,Customer 3301,Segment B,Country A,City E
3302,Customer 3302,Segment A,Country C,City C
3303,Customer 3303,Segment B,Country A,City D
3304,Customer 3304,Segment A,Country C,City A
3305,Customer 3305,Segment A,Country B,City D
3306,Customer 3306,Segment B,Country A,City B
3307,Customer 3307,Segment B,Country B,City A
3308,Customer 3308,Segment A,Country B,City A
3309,Customer 3309,Segment C,Country B,City D
3310,Customer 3310,Segment A,Country A,City B
3311,Customer 3311,Segment A,Country C,City B
3312,Customer 3312,Segment B,Country B,City E
3313,Customer 3313,Segment A,Country A,City E
3314,Customer 3314,Segment A,Country A,City E
3315,Customer 3315,Segment B,Country B,City D
3316,Customer 3316,Segment A,Country C,City B
3317,Customer 3317,Segment C,Country B,City A
3318,Customer 3318,Segment A,Country C,City D
3319,Customer 3319,Segment B,Country A,City A
3320,Customer 3320,Segment B,Country A,City A
3321,Customer 3321,Segment B,Country B,City B
3322,Customer 3322,Segment B,Country C,City D
3323,Customer 3323,Segment C,Country C,City C
3324,Customer 3324,Segment C,Country A,City D
3325,Customer 3325,Segment C,Country B,City E
3326,Customer 3326,Segment A,Country B,City A
3327,Customer 3327,Segment A,Country A,City E
3328,Customer 3328,Segment A,Country B,City C
3329,Customer 3329,Segment A,Country A,City B
3330,Customer 3330,Segment B,Country A,City D
3331,Customer 3331,Segment C,Country A,City E
3332,Customer 3332,Segment A,Country A,City A
3333,Customer 3333,Segment C,Country B,City B
3334,Customer 3334,Segment B,Country C,City D
3335,Customer 3335,Segment C,Country A,City C
3336,Customer 3336,Segment B,Country C,City E
3337,Customer 3337,Segment A,Country A,City D
3338,Customer 3338,Segment A,Country C,City C
3339,Customer 3339,Segment B,Country A,City E
3340,Customer 3340,Segment B,Country B,City A
3341,Customer 3341,Segment A,Country C,City E
3342,Customer 3342,Segment B,Country B,City E
3343,Customer 3343,Segment B,Country B,City A
3344,Customer 3344,Segment A,Country C,City E
3345,Customer 3345,Segment C,Country A,City B
3346,Customer 3346,Segment A,Country A,City B
3347,Customer 3347,Segment A,Country C,City C
3348,Customer 3348,Segment A,Country B,City D
3349,Customer 3349,Segment B,Country C,City E
3350,Customer 3350,Segment B,Country B,City B
3351,Customer 3351,Segment A,Country C,City B
3352,Customer 3352,Segment C,Country B,City C
3353,Customer 3353,Segment A,Country B,City B
3354,Customer 3354,Segment C,Country C,City E
3355,Customer 3355,Segment A,Country C,City E
3356,Customer 3356,Segment B,Country B,City C
3357,Customer 3357,Segment A,Country C,City B
3358,Customer 3358,Segment A,Country C,City A
3359,Customer 3359,Segment B,Country B,City B
3360,Customer 3360,Segment A,Country B,City C
3361,Customer 3361,Segment A,Country A,City B
3362,Customer 3362,Segment B,Country A,City B
3363,Customer 3363,Segment B,Country C,City C
3364,Customer 3364,Segment A,Country C,City B
3365,Customer 3365,Segment B,Country B,City A
3366,Customer 3366,Segment B,Country C,City E
3367,Customer 3367,Segment A,Country A,City A
3368,Customer 3368,Segment A,Country C,City C
3369,Customer 3369,Segment A,Country C,City E
3370,Customer 3370,Segment C,Country B,City B
3371,Customer 3371,Segment C,Country B,City E
3372,Customer 3372,Segment B,Country A,City D
3373,Customer 3373,Segment C,Country C,City A
3374,Customer 3374,Segment C,Country C,City E
3375,Customer 3375,Segment C,Country A,City A
3376,Customer 3376,Segment C,Country C,City D
3377,Customer 3377,Segment B,Country C,City A
3378,Customer 3378,Segment C,Country A,City E
3379,Customer 3379,Segment B,Country C,City A
3380,Customer 3380,Segment C,Country A,City C
3381,Customer 3381,Segment B,Country C,City D
3382,Customer 3382,Segment B,Country B,City E
3383,Customer 3383,Segment A,Country A,City B
3384,Customer 3384,Segment A,Country A,City B
3385,Customer 3385,Segment B,Country C,City D
3386,Customer 3386,Segment B,Country A,City A
3387,Customer 3387,Segment A,Country C,City D
3388,Customer 3388,Segment B,Country B,City E
3389,Customer 3389,Segment A,Country B,City A
3390,Customer 3390,Segment C,Country A,City B
3391,Customer 3391,Segment C,Country C,City C
3392,Customer 3392,Segment C,Country B,City E
3393,Customer 3393,Segment B,Country B,City B
3394,Customer 3394,Segment A,Country A,City B
3395,Customer 3395,Segment B,Country C,City E
3396,Customer 3396,Segment B,Country C,City E
3397,Customer 3397,Segment B,Country B,City D
3398,Customer 3398,Segment B,Country A,City E
3399,Customer 3399,Segment C,Country A,City D
3400,Customer 3400,Segment A,Country C,City E
3401,Customer 3401,Segment C,Country B,City E
3402,Customer 3402,Segment B,Country B,City A
3403,Customer 3403,Segment B,Country A,City A
3404,Customer 3404,Segment A,Country A,City A
3405,Customer 3405,Segment C,Country A,City C
3406,Customer 3406,Segment A,Country A,City C
3407,Customer 3407,Segment A,Country C,City A
3408,Customer 3408,Segment B,Country C,City D
3409,Customer 3409,Segment C,Country A,City A
3410,Customer 3410,Segment A,Country C,City D
3411,Customer 3411,Segment A,Country C,City C
3412,Customer 3412,Segment C,Country A,City D
3413,Customer 3413,Segment A,Country C,City D
3414,Customer 3414,Segment C,Country A,City D
3415,Customer 3415,Segment A,Country C,City C
3416,Customer 3416,Segment C,Country C,City E
3417,Customer 3417,Segment A,Country B,City D
3418,Customer 3418,Segment A,Country C,City A
3419,Customer 3419,Segment B,Country B,City C
3420,Customer 3420,Segment B,Country A,City A
3421,Customer 3421,Segment A,Country A,City C
3422,Customer 3422,Segment A,Country A,City A
3423,Customer 3423,Segment C,Country A,City D
3424,Customer 3424,Segment C,Country C,City E
3425,Customer 3425,Segment B,Country B,City D
3426,Customer 3426,Segment A,Country A,City D
3427,Customer 3427,Segment A,Country A,City A
3428,Customer 3428,Segment C,Country A,City E
3429,Customer 3429,Segment A,Country A,City E
3430,Customer 3430,Segment A,Country A,City A
3431,Customer 3431,Segment B,Country B,City B
3432,Customer 3432,Segment B,Country C,City D
3433,Customer 3433,Segment A,Country C,City D
3434,Customer 3434,Segment B,Country B,City C
3435,Customer 3435,Segment C,Country A,City C
3436,Customer 3436,Segment C,Country A,City B
3437,Customer 3437,Segment B,Country B,City E
3438,Customer 3438,Segment A,Country C,City E
3439,Customer 3439,Segment B,Country B,City B
3440,Customer 3440,Segment A,Country B,City D
3441,Customer 3441,Segment A,Country A,City E
3442,Customer 3442,Segment B,Country B,City A
3443,Customer 3443,Segment C,Country C,City A
3444,Customer 3444,Segment C,Country A,City D
3445,Customer 3445,Segment A,Country C,City E
3446,Customer 3446,Segment C,Country B,City B
3447,Customer 3447,Segment A,Country A,City C
3448,Customer 3448,Segment B,Country C,City A
3449,Customer 3449,Segment B,Country A,City A
3450,Customer 3450,Segment A,Country B,City A
3451,Customer 3451,Segment C,Country B,City E
3452,Customer 3452,Segment C,Country C,City D
3453,Customer 3453,Segment C,Country C,City E
3454,Customer 3454,Segment C,Country B,City C
3455,Customer 3455,Segment A,Country C,City A
3456,Customer 3456,Segment A,Country B,City C
3457,Customer 3457,Segment A,Country B,City B
3458,Customer 3458,Segment C,Country A,City A
3459,Customer 3459,Segment A,Country A,City D
3460,Customer 3460,Segment C,Country C,City B
3461,Customer 3461,Segment A,Country A,City C
3462,Customer 3462,Segment B,Country C,City E
3463,Customer 3463,Segment A,Country C,City E
3464,Customer 3464,Segment B,Country C,City A
3465,Customer 3465,Segment C,Country C,City E
3466,Customer 3466,Segment B,Country A,City B
3467,Customer 3467,Segment B,Country A,City C
3468,Customer 3468,Segment B,Country C,City B
3469,Customer 3469,Segment A,Country B,City E
3470,Customer 3470,Segment A,Country B,City E
3471,Customer 3471,Segment A,Country C,City E
3472,Customer 3472,Segment B,Country A,City D
3473,Customer 3473,Segment C,Country C,City B
3474,Customer 3474,Segment A,Country A,City D
3475,Customer 3475,Segment B,Country A,City A
3476,Customer 3476,Segment C,Country A,City A
3477,Customer 3477,Segment C,Country C,City E
3478,Customer 3478,Segment B,Country A,City C
3479,Customer 3479,Segment B,Country A,City C
3480,Customer 3480,Segment A,Country A,City A
3481,Customer 3481,Segment A,Country C,City D
3482,Customer 3482,Segment B,Country B,City A
3483,Customer 3483,Segment C,Country C,City D
3484,Customer 3484,Segment B,Country C,City B
3485,Customer 3485,Segment B,Country C,City D
3486,Customer 3486,Segment B,Country A,City C
3487,Customer 3487,Segment B,Country B,City D
3488,Customer 3488,Segment C,Country C,City E
3489,Customer 3489,Segment B,Country A,City C
3490,Customer 3490,Segment B,Country B,City D
3491,Customer 3491,Segment B,Country A,City C
3492,Customer 3492,Segment C,Country B,City C
3493,Customer 3493,Segment B,Country A,City A
3494,Customer 3494,Segment A,Country B,City A
3495,Customer 3495,Segment C,Country A,City A
3496,Customer 3496,Segment B,Country A,City B
3497,Customer 3497,Segment A,Country C,City D
3498,Customer 3498,Segment B,Country C,City B
3499,Customer 3499,Segment B,Country B,City C
3500,Customer 3500,Segment A,Country B,City A
3501,Customer 3501,Segment A,Country B,City D
3502,Customer 3502,Segment A,Country A,City C
3503,Customer 3503,Segment B,Country A,City A
3504,Customer 3504,Segment C,Country C,City E
3505,Customer 3505,Segment B,Country B,City B
3506,Customer 3506,Segment B,Country A,City B
3507,Customer 3507,Segment B,Country C,City E
3508,Customer 3508,Segment A,Country C,City C
3509,Customer 3509,Segment A,Country B,City E
3510,Customer 3510,Segment C,Country B,City B
3511,Customer 3511,Segment B,Country B,City E
3512,Customer 3512,Segment C,Country A,City B
3513,Customer 3513,Segment A,Country A,City C
3514,Customer 3514,Segment C,Country C,City D
3515,Customer 3515,Segment C,Country B,City C
3516,Customer 3516,Segment A,Country A,City D
3517,Customer 3517,Segment C,Country A,City B
3518,Customer 3518,Segment A,Country B,City C
3519,Customer 3519,Segment B,Country B,City C
3520,Customer 3520,Segment A,Country B,City C
3521,Customer 3521,Segment A,Country A,City A
3522,Customer 3522,Segment B,Country A,City A
3523,Customer 3523,Segment A,Country B,City A
3524,Customer 3524,Segment B,Country A,City C
3525,Customer 3525,Segment A,Country C,City E
3526,Customer 3526,Segment C,Country C,City B
3527,Customer 3527,Segment A,Country B,City E
3528,Customer 3528,Segment A,Country B,City A
3529,Customer 3529,Segment A,Country B,City A
3530,Customer 3530,Segment A,Country C,City A
3531,Customer 3531,Segment B,Country B,City D
3532,Customer 3532,Segment B,Country B,City D
3533,Customer 3533,Segment C,Country B,City C
3534,Customer 3534,Segment B,Country A,City C
3535,Customer 3535,Segment A,Country B,City B
3536,Customer 3536,Segment B,Country C,City B
3537,Customer 3537,Segment B,Country A,City B
3538,Customer 3538,Segment A,Country B,City D
3539,Customer 3539,Segment B,Country C,City E
3540,Customer 3540,Segment A,Country B,City E
3541,Customer 3541,Segment B,Country C,City D
3542,Customer 3542,Segment A,Country B,City D
3543,Customer 3543,Segment A,Country A,City E
3544,Customer 3544,Segment A,Country B,City E
3545,Customer 3545,Segment C,Country A,City E
3546,Customer 3546,Segment A,Country B,City A
3547,Customer 3547,Segment A,Country C,City E
3548,Customer 3548,Segment A,Country B,City A
3549,Customer 3549,Segment A,Country A,City E
3550,Customer 3550,Segment B,Country B,City B
3551,Customer 3551,Segment C,Country A,City B
3552,Customer 3552,Segment C,Country C,City B
3553,Customer 3553,Segment C,Country A,City E
3554,Customer 3554,Segment B,Country A,City B
3555,Customer 3555,Segment C,Country C,City C
3556,Customer 3556,Segment A,Country B,City A
3557,Customer 3557,Segment C,Country A,City C
3558,Customer 3558,Segment C,Country C,City C
3559,Customer 3559,Segment C,Country A,City B
3560,Customer 3560,Segment A,Country A,City D
3561,Customer 3561,Segment B,Country C,City E
3562,Customer 3562,Segment A,Country A,City B
3563,Customer 3563,Segment B,Country C,City E
3564,Customer 3564,Segment B,Country A,City B
3565,Customer 3565,Segment C,Country B,City C
3566,Customer 3566,Segment B,Country C,City A
3567,Customer 3567,Segment B,Country C,City C
3568,Customer 3568,Segment C,Country B,City B
3569,Customer 3569,Segment B,Country C,City A
3570,Customer 3570,Segment B,Country B,City A
3571,Customer 3571,Segment A,Country C,City E
3572,Customer 3572,Segment A,Country A,City A
3573,Customer 3573,Segment C,Country B,City B
3574,Customer 3574,Segment A,Country C,City A
3575,Customer 3575,Segment B,Country B,City B
3576,Customer 3576,Segment B,Country B,City E
3577,Customer 3577,Segment C,Country C,City D
3578,Customer 3578,Segment C,Country A,City B
3579,Customer 3579,Segment C,Country A,City D
3580,Customer 3580,Segment A,Country B,City E
3581,Customer 3581,Segment C,Country C,City D
3582,Customer 3582,Segment A,Country B,City B
3583,Customer 3583,Segment C,Country C,City D
3584,Customer 3584,Segment C,Country A,City B
3585,Customer 3585,Segment C,Country B,City A
3586,Customer 3586,Segment A,Country A,City A
3587,Customer 3587,Segment A,Country B,City D
3588,Customer 3588,Segment A,Country C,City A
3589,Customer 3589,Segment A,Country B,City E
3590,Customer 3590,Segment C,Country C,City C
3591,Customer 3591,Segment C,Country C,City C
3592,Customer 3592,Segment B,Country C,City B
3593,Customer 3593,Segment B,Country C,City E
3594,Customer 3594,Segment B,Country C,City C
3595,Customer 3595,Segment B,Country C,City A
3596,Customer 3596,Segment C,Country A,City E
3597,Customer 3597,Segment C,Country A,City C
3598,Customer 3598,Segment B,Country A,City A
3599,Customer 3599,Segment C,Country C,City E
3600,Customer 3600,Segment B,Country C,City B
3601,Customer 3601,Segment A,Country C,City E
3602,Customer 3602,Segment C,Country A,City E
3603,Customer 3603,Segment A,Country C,City D
3604,Customer 3604,Segment C,Country C,City C
3605,Customer 3605,Segment A,Country A,City A
3606,Customer 3606,Segment C,Country A,City B
3607,Customer 3607,Segment A,Country C,City D
3608,Customer 3608,Segment A,Country B,City E
3609,Customer 3609,Segment C,Country B,City A
3610,Customer 3610,Segment A,Country A,City C
3611,Customer 3611,Segment C,Country B,City A
3612,Customer 3612,Segment B,Country A,City B
3613,Customer 3613,Segment B,Country A,City E
3614,Customer 3614,Segment C,Country B,City B
3615,Customer 3615,Segment A,Country C,City B
3616,Customer 3616,Segment B,Country C,City A
3617,Customer 3617,Segment B,Country A,City D
3618,Customer 3618,Segment A,Country A,City A
3619,Customer 3619,Segment B,Country B,City A
3620,Customer 3620,Segment C,Country B,City C
3621,Customer 3621,Segment B,Country C,City D
3622,Customer 3622,Segment A,Country B,City C
3623,Customer 3623,Segment C,Country A,City A
3624,Customer 3624,Segment A,Country B,City A
3625,Customer 3625,Segment C,Country C,City E
3626,Customer 3626,Segment B,Country A,City A
3627,Customer 3627,Segment B,Country C,City C
3628,Customer 3628,Segment A,Country B,City C
3629,Customer 3629,Segment A,Country A,City E
3630,Customer 3630,Segment B,Country B,City D
3631,Customer 3631,Segment A,Country B,City D
3632,Customer 3632,Segment C,Country C,City A
3633,Customer 3633,Segment C,Country C,City B
3634,Customer 3634,Segment C,Country B,City C
3635,Customer 3635,Segment A,Country A,City C
3636,Customer 3636,Segment C,Country B,City B
3637,Customer 3637,Segment A,Country B,City D
3638,Customer 3638,Segment C,Country A,City A
3639,Customer 3639,Segment A,Country B,City A
3640,Customer 3640,Segment C,Country C,City D
3641,Customer 3641,Segment C,Country C,City D
